"TOTAL_SESSIONS","TOTAL_USAGE","X209_SESSION_COUNT","X209_USAGE","X210_SESSION_COUNT","X210_USAGE","CONTRACT_KEY","LOCAL_USAGE","ROAMING_SESSIONS_COUNT","WEEK_DAY_SESSIONS","WEEK_END_CONSUMPTION","WEEK_END_SESSIONS","WEEK_DAY_CONSUMPTION","TARGET"
457,2293,212,680,284,912,154140995,910,6,224,160,60,670,0
4627,435,90,208,25,22,154141110,0,0,0,0,0,0,0
141,1912,39,145,87,573,154141149,572,0,60,247,27,315,0
950,5099,449,1567,23,2,154141237,0,0,0,0,0,0,0
42,48,26,24,22,20,154141255,0,0,0,0,0,0,0
22949,232,8287,83,7554,76,154141291,0,0,0,0,0,0,0
632,79,172,25,282,24,154141301,0,0,0,0,0,0,0
22843,235,7990,82,6087,65,154141308,0,0,0,0,0,0,0
23820,240,8113,82,6826,71,154141309,0,0,0,0,0,0,0
757,75,98,24,604,26,154141311,0,0,0,0,0,0,0
38,119,20,44,7,29,154141335,0,0,0,0,0,0,0
7005,121,504,26,122,9,154141368,0,0,0,0,0,0,0
877,141,170,44,152,46,154141370,0,0,0,0,0,0,0
16,18,37,65,10,22,154141378,0,0,0,0,0,0,0
58,110,14,18,15,30,154141382,0,0,0,0,0,0,0
47,217,29,75,21,87,154141404,0,0,0,0,0,0,0
978,3360,6,13,43,29,154141411,0,0,0,0,0,0,0
908,3019,264,461,266,455,154141416,368,137,205,10,61,399,0
49,105,33,83,25,76,154141422,0,0,0,0,0,0,0
42,79,12,23,3,9,154141423,0,0,0,0,0,0,0
6595,6715,3167,1548,2453,1157,154141470,0,0,0,0,0,0,0
2327,5421,759,2255,1142,3058,154141473,3057,0,881,735,261,2233,0
3870,12237,1645,3651,2064,3633,154141510,3632,0,1434,919,631,2627,1
2845,3743,944,1084,971,888,154141514,0,0,0,0,0,0,0
21,7,38,52,27,30,154141547,0,0,0,0,0,0,0
60,96,91,255,76,201,154141561,0,0,0,0,0,0,0
347,408,288,241,32,25,154141629,20,13,18,1,14,15,0
5104,2847,511,680,487,155,154141643,0,0,0,0,0,0,0
958,5273,214,1044,426,2376,154141652,0,0,0,0,0,0,0
246,1423,97,201,54,78,154141684,0,0,0,0,0,0,0
8457,1842,2707,481,2619,463,154141700,462,0,1885,113,734,304,0
4673,1519,742,514,810,1023,154141711,0,0,0,0,0,0,0
5342,8604,2113,6066,1966,4494,154141725,0,0,0,0,0,0,1
6739,129,2161,40,2346,39,154141726,0,0,0,0,0,0,0
485,2181,173,1059,113,413,154141729,0,0,0,0,0,0,0
423,612,265,2239,137,1200,154141731,0,0,0,0,0,0,1
5372,21963,1978,3189,2388,8552,154141805,0,0,0,0,0,0,1
4155,29317,1361,9404,1287,3481,154141809,0,0,0,0,0,0,0
1767,2847,399,335,630,668,154141894,0,0,0,0,0,0,0
6107,7156,2767,3423,2698,3028,154141896,0,0,0,0,0,0,1
8231,15280,2965,1944,3471,2433,154141919,0,0,0,0,0,0,0
526,4193,104,935,124,626,154141930,0,0,0,0,0,0,0
183,804,66,158,62,190,154142009,0,0,0,0,0,0,0
3857,5980,1635,8784,1231,1709,154142043,1708,0,937,787,294,775,0
1073,4502,493,2355,888,1646,154142050,1645,0,626,338,262,1224,0
9723,21475,1918,7230,2005,6326,154142054,0,0,0,0,0,0,0
751,4990,174,1982,211,2563,154142085,0,0,0,0,0,0,0
642,12406,264,3900,159,1938,154142086,0,0,0,0,0,0,0
67,60,41,50,160,189,154142092,188,0,136,9,24,162,0
1254,2614,592,2478,654,1404,154142131,1403,0,473,188,181,1143,1
4569,20776,1643,9288,742,7796,154142132,7795,0,528,1325,214,6357,1
1031,5147,422,3754,337,3088,154142147,0,0,0,0,0,0,0
77,614,12,53,14,101,154142153,0,0,0,0,0,0,0
2652,590,107,196,146,553,154142179,0,0,0,0,0,0,1
407,2135,67,331,34,261,154142186,0,0,0,0,0,0,0
4698,12408,1273,4987,1958,5813,154142194,5812,0,1376,1086,582,4639,0
1514,5019,374,1341,347,1746,154142226,0,0,0,0,0,0,0
268,1591,168,36,3,2,154142228,0,0,0,0,0,0,0
380,1608,92,603,84,846,154142229,0,0,0,0,0,0,0
25,38,6,3,32,26,154142230,0,0,0,0,0,0,0
2760,5294,608,2668,860,2216,154142253,0,0,0,0,0,0,0
129,429,35,108,124,983,154142287,0,0,0,0,0,0,0
207,1165,10,122,21,108,154142288,0,0,0,0,0,0,0
3489,21326,448,12387,105,1893,154142292,1892,0,74,133,31,1732,0
374,1112,110,295,132,389,154142312,0,0,0,0,0,0,0
1803,12178,865,3234,971,2636,154142375,0,0,0,0,0,0,0
23873,245,8243,84,7149,72,154142414,0,0,0,0,0,0,0
326,274,214,378,74,224,154142464,0,0,0,0,0,0,0
1150,13072,833,3578,395,4483,154142485,0,0,0,0,0,0,0
126,1304,19,9,4,1,154142539,0,0,0,0,0,0,0
1321,635,278,497,99,10,154142553,0,0,0,0,0,0,0
866,2545,170,848,63,758,154142564,0,0,0,0,0,0,0
1363,10783,300,4382,479,6543,154142569,0,0,0,0,0,0,1
7725,13548,2528,4266,2560,2896,154142622,0,0,0,0,0,0,1
6097,18501,3557,16940,2910,17398,154142650,0,0,0,0,0,0,1
1140,7870,45,545,207,1662,154142652,0,0,0,0,0,0,1
301,824,89,366,303,1253,154142653,0,0,0,0,0,0,1
1152,339,730,180,544,183,154142674,0,0,0,0,0,0,0
126,357,21,94,33,101,154142675,0,0,0,0,0,0,0
3163,1235,152,1033,131,405,154142677,0,0,0,0,0,0,0
1383,13726,293,3340,335,1675,154142696,0,0,0,0,0,0,0
116,2125,91,1577,89,1109,154142715,0,0,0,0,0,0,0
1584,12734,480,4998,1057,7437,154142746,7436,0,886,4004,171,3359,1
1417,2317,126,1498,348,2033,154142803,2032,0,242,758,106,1240,1
526,2774,240,1521,211,606,154142881,0,0,0,0,0,0,1
6551,11727,3321,4507,3288,6532,154142889,0,0,0,0,0,0,0
576,2933,585,1121,332,414,154142928,0,0,0,0,0,0,0
879,5968,335,2695,311,1623,154142929,0,0,0,0,0,0,0
372,1674,145,1487,239,589,154142939,522,9,183,242,56,310,0
1250,3584,300,830,290,1691,154143006,1690,0,206,261,84,1351,1
1648,5452,280,921,346,535,154143012,534,0,298,192,48,313,0
181,602,43,139,74,244,154143195,0,0,0,0,0,0,1
197,201,94,81,132,57,154143205,56,9,72,11,60,26,0
4392,37655,758,9416,580,18860,154143242,18859,0,451,4457,130,14296,1
788,20089,63,3116,111,298,154143306,0,0,0,0,0,0,0
1732,22101,2000,7479,2614,8276,154143330,0,0,0,0,0,0,1
2262,10332,1571,6564,1060,3749,154143379,3748,0,811,863,249,2756,0
416,2670,123,1058,100,350,154143429,0,0,0,0,0,0,0
1401,3447,515,1595,629,1665,154143450,0,0,0,0,0,0,1
802,6915,293,877,409,2328,154143567,0,0,0,0,0,0,0
282,1347,103,118,90,614,154143581,0,0,0,0,0,0,1
374,2288,117,761,71,624,154143592,0,0,0,0,0,0,0
623,901,167,781,191,759,154143608,0,0,0,0,0,0,0
2589,3955,990,1939,1125,4289,154143649,4284,3,839,1173,286,3005,1
1535,2578,103,1542,85,931,154143694,0,0,0,0,0,0,0
790,4709,276,828,162,982,154143800,0,0,0,0,0,0,0
3007,20692,2635,11925,2371,14944,154143802,0,0,0,0,0,0,1
777,3914,212,1130,156,627,154143803,0,0,0,0,0,0,0
1845,2210,614,744,596,1231,154143821,0,0,0,0,0,0,0
797,947,289,428,144,313,154143822,0,0,0,0,0,0,0
6062,8733,2673,2576,2457,3225,154143827,0,0,0,0,0,0,0
9300,14475,3246,4272,3677,2733,154143836,0,0,0,0,0,0,0
1985,5946,575,2443,429,2053,154143839,0,0,0,0,0,0,0
890,1341,215,519,130,159,154143850,0,0,0,0,0,0,0
4489,2598,2830,876,2201,1121,154143866,1120,0,1703,182,498,884,0
604,925,437,1818,82,130,154143892,0,0,0,0,0,0,0
331,5348,93,1151,154,2224,154143901,0,0,0,0,0,0,0
494,2407,66,359,226,497,154143903,0,0,0,0,0,0,0
537,827,68,538,69,115,154143907,0,0,0,0,0,0,0
908,2234,233,547,214,423,154143952,0,0,0,0,0,0,0
559,47,393,257,141,8,154143984,0,0,0,0,0,0,0
256,2201,45,136,36,121,154144005,0,0,0,0,0,0,0
1288,9488,370,2934,343,2676,154144010,0,0,0,0,0,0,0
484,21360,204,8157,123,3240,154144038,3239,0,89,803,34,2384,0
456,4610,157,871,383,1094,154144047,0,0,0,0,0,0,0
454,856,116,211,127,184,154144048,0,0,0,0,0,0,0
1926,10140,688,5760,342,2368,154144050,0,0,0,0,0,0,0
82,488,113,405,59,1054,154144058,0,0,0,0,0,0,1
1370,2783,267,1081,103,354,154144060,0,0,0,0,0,0,0
77,44,43,268,34,14,154144085,0,0,0,0,0,0,0
694,4446,103,168,135,843,154144135,0,0,0,0,0,0,0
68,200,10,6,11,5,154144136,4,0,7,0,4,1,0
213,1623,106,490,129,919,154144157,0,0,0,0,0,0,1
603,3180,87,207,121,910,154144165,0,0,0,0,0,0,0
2864,3913,667,542,945,1422,154144179,0,0,0,0,0,0,0
41,1670,3,207,36,710,154144183,709,0,6,651,30,55,1
564,1879,140,1065,192,1610,154144224,0,0,0,0,0,0,1
2922,3075,1042,257,1321,1068,154144237,1067,0,1051,349,270,619,0
920,5459,303,4010,206,1272,154144246,0,0,0,0,0,0,0
772,6532,262,1765,220,2097,154144264,0,0,0,0,0,0,1
8256,161364,2717,34049,3410,29174,154144270,29173,0,2526,6609,884,22452,0
1654,13575,983,6702,1116,5842,154144282,5841,0,847,1485,269,4239,0
7637,3470,2099,950,2505,1011,154144354,0,0,0,0,0,0,0
693,3063,406,1257,338,846,154144364,0,0,0,0,0,0,0
1450,6080,725,4484,683,2991,154144366,0,0,0,0,0,0,1
1467,4433,389,1880,313,1200,154144383,0,0,0,0,0,0,0
1808,3909,1240,1780,730,1666,154144414,1665,0,585,671,145,955,0
2969,9706,1361,5687,2247,2647,154144420,0,0,0,0,0,0,0
1237,8206,307,2530,59,262,154144427,0,0,0,0,0,0,0
790,210,184,1838,168,1434,154144451,0,0,0,0,0,0,0
1170,1165,115,119,270,224,154144452,0,0,0,0,0,0,1
1513,1078,513,586,1033,700,154144473,0,0,0,0,0,0,1
2083,3897,406,4431,476,4746,154144474,4745,0,436,811,40,3888,0
810,3341,192,920,185,759,154144475,0,0,0,0,0,0,0
1661,3489,675,850,896,1146,154144489,0,0,0,0,0,0,1
2693,31923,1243,10862,558,7582,154144493,7581,0,326,1716,232,5834,0
500,3406,153,1013,27,1513,154144494,1512,0,22,0,5,1509,1
662,2111,155,160,65,82,154144502,0,0,0,0,0,0,0
1463,5092,178,1342,128,1271,154144519,0,0,0,0,0,0,0
217,470,42,137,95,317,154144532,0,0,0,0,0,0,0
253,267,43,81,74,41,154144540,0,0,0,0,0,0,0
8760,709,1466,328,86,90,154144598,0,0,0,0,0,0,0
226,1308,5,1,2,1,154144611,0,0,0,0,0,0,0
5709,12333,2599,6694,2609,7742,154144643,0,0,0,0,0,0,1
418,746,210,417,105,197,154144673,0,0,0,0,0,0,0
7664,10124,3093,1165,3393,2145,154144681,0,0,0,0,0,0,0
1202,6654,496,1980,418,2155,154144694,0,0,0,0,0,0,0
1554,3067,464,6652,581,3599,154144698,3598,0,432,927,149,2582,0
339,289,107,59,115,48,154144700,0,0,0,0,0,0,0
3226,10548,518,3591,289,2356,154144703,2355,0,261,241,28,2059,0
166,701,66,433,67,274,154144712,0,0,0,0,0,0,0
214,634,103,328,82,261,154144726,0,0,0,0,0,0,0
728,3380,143,924,265,1490,154144733,0,0,0,0,0,0,0
617,1508,125,502,188,558,154144819,557,0,158,79,30,439,0
33,29,56,126,13,28,154144836,27,0,9,5,4,16,0
2261,1382,513,68,808,570,154144872,0,0,0,0,0,0,0
890,6098,446,5363,458,5305,154144889,5304,0,312,1812,146,3412,1
65,194,38,87,21,45,154144890,0,0,0,0,0,0,0
5109,92633,87,1978,111,12514,154144901,0,0,0,0,0,0,1
749,1373,226,1130,85,110,154144952,0,0,0,0,0,0,0
51,82,58,88,56,300,154144954,0,0,0,0,0,0,0
1650,1321,374,231,368,288,154144961,0,0,0,0,0,0,0
7370,2843,3043,1407,3341,2775,154144979,0,0,0,0,0,0,1
379,1658,15,63,41,229,154144986,0,0,0,0,0,0,0
3417,36662,1416,17446,1117,8113,154144991,8112,0,733,1992,384,6044,0
3082,854,719,258,747,322,154144993,321,0,559,56,188,196,0
566,808,27,57,160,84,154145025,0,0,0,0,0,0,0
287,636,65,166,57,120,154145026,0,0,0,0,0,0,0
705,5345,234,2077,245,2084,154145028,0,0,0,0,0,0,1
158,139,1,1,99,954,154145029,0,0,0,0,0,0,1
908,4792,248,2710,142,1758,154145030,0,0,0,0,0,0,0
137,6731,30,796,27,731,154145032,0,0,0,0,0,0,0
1278,3166,100,237,129,358,154145039,0,0,0,0,0,0,0
3181,76,1762,33,955,39,154145041,0,0,0,0,0,0,0
2529,3114,272,967,492,933,154145047,0,0,0,0,0,0,0
1556,6225,563,1670,679,1874,154145081,0,0,0,0,0,0,1
466,1277,124,158,145,433,154145091,0,0,0,0,0,0,0
213,1090,43,159,43,353,154145107,0,0,0,0,0,0,0
1265,1170,265,562,312,347,154145108,0,0,0,0,0,0,0
319,635,269,210,95,113,154145142,0,0,0,0,0,0,0
3487,17949,1122,5019,1336,7732,154145145,7731,0,1004,2013,332,5626,1
1035,1108,269,333,243,436,154145151,0,0,0,0,0,0,0
2271,30050,588,6428,376,5017,154145159,0,0,0,0,0,0,0
812,4029,223,1165,235,1817,154145166,0,0,0,0,0,0,0
37,24,470,821,134,251,154145183,0,0,0,0,0,0,0
1170,5656,441,2793,328,1593,154145184,1592,0,224,609,104,891,0
890,2314,276,918,327,983,154145189,825,146,250,362,77,555,1
1528,9849,450,2642,495,3411,154145192,0,0,0,0,0,0,0
22,17,5,2,2,2,154145199,0,0,0,0,0,0,0
163,4823,44,1524,69,1532,154145204,0,0,0,0,0,0,0
1256,3228,110,668,399,2164,154145211,0,0,0,0,0,0,0
415,4929,195,2706,265,4049,154145242,4048,0,204,843,61,3139,1
1127,3040,536,1475,665,1333,154145257,0,0,0,0,0,0,0
933,2865,313,2619,290,1595,154145280,1594,0,191,519,99,1022,1
575,592,112,274,89,195,154145289,0,0,0,0,0,0,0
176,445,145,1100,125,857,154145301,0,0,0,0,0,0,0
31,18,121,254,7,1,154145305,0,0,0,0,0,0,0
2632,9407,1633,3531,2277,5731,154145307,0,0,0,0,0,0,1
9,7,8,1,34,575,154145312,0,0,0,0,0,0,1
1797,5635,1169,2329,1291,1723,154145335,0,0,0,0,0,0,0
175,489,92,206,80,208,154145336,0,0,0,0,0,0,0
1278,1815,428,1972,352,1865,154145337,0,0,0,0,0,0,1
1990,9765,797,3503,442,2544,154145345,2543,0,316,1706,127,817,0
3981,6053,919,6126,1140,3754,154145349,3753,0,819,669,321,2989,0
608,2331,234,369,261,440,154145445,0,0,0,0,0,0,0
8254,8544,2204,7525,1958,12631,154145496,0,0,0,0,0,0,1
7569,4894,2149,3540,1745,1932,154145533,1931,0,1241,420,504,1455,0
549,3714,249,2445,130,491,154145539,490,0,97,70,33,387,0
1978,10625,750,5402,630,5516,154145564,5515,0,463,936,167,4486,1
1092,3337,297,731,337,899,154145568,0,0,0,0,0,0,0
217,111,121,24,284,28,154145589,0,284,204,0,80,1,0
480,1501,117,59,122,246,154145597,245,0,96,74,26,139,0
111,268,33,118,6,151,154145628,0,0,0,0,0,0,0
156,710,38,251,20,226,154145632,0,0,0,0,0,0,0
1232,6552,216,2550,150,1005,154145641,0,0,0,0,0,0,0
5526,10775,2447,7497,2903,7405,154145665,7404,0,2078,1947,825,5339,1
428,3242,120,1005,223,3194,154145686,3193,0,183,958,40,2183,0
823,10344,551,3733,787,3043,154145687,3042,0,667,453,120,2504,1
874,2491,325,843,327,904,154145707,0,0,0,0,0,0,0
928,4841,528,2707,448,1486,154145713,0,0,0,0,0,0,1
221,618,3,1,1,1,154145727,0,0,0,0,0,0,0
684,3212,151,657,396,783,154145739,0,0,0,0,0,0,0
2022,7451,799,4153,606,1620,154145751,0,0,0,0,0,0,0
623,1408,141,595,99,320,154145756,0,0,0,0,0,0,0
195,3438,35,1379,16,152,154145798,151,0,16,0,0,149,1
140,86,74,46,64,26,154145807,0,0,0,0,0,0,0
473,1875,180,465,221,1894,154145809,0,0,0,0,0,0,0
468,680,65,91,111,142,154145813,0,0,0,0,0,0,0
569,3454,114,663,202,696,154145830,0,0,0,0,0,0,0
206,1503,79,928,92,874,154145853,0,0,0,0,0,0,0
3744,14925,2196,10873,2121,9811,154145857,0,0,0,0,0,0,0
846,8909,165,3149,161,3266,154145873,0,0,0,0,0,0,0
7631,9290,3452,3697,3017,3543,154145884,0,0,0,0,0,0,0
1020,6655,324,2059,274,2050,154145895,0,0,0,0,0,0,0
295,522,235,476,41,13,154145914,0,0,0,0,0,0,0
628,3005,163,1022,141,1215,154145919,0,0,0,0,0,0,0
266,1004,194,412,196,794,154145924,0,0,0,0,0,0,1
153,16,35,13,41,15,154145950,0,0,0,0,0,0,0
4399,14901,1468,6900,748,15735,154145959,15734,0,524,953,224,14660,1
432,3721,275,3482,338,4835,154145997,0,0,0,0,0,0,0
316,805,58,224,391,309,154146019,308,0,259,93,132,187,0
126,85,2,1,8,45,154146031,0,0,0,0,0,0,0
191,154,80,80,120,148,154146037,0,0,0,0,0,0,0
285,575,53,119,66,140,154146042,0,0,0,0,0,0,0
808,1789,178,340,105,94,154146049,0,0,0,0,0,0,0
453,1476,113,288,114,198,154146051,0,0,0,0,0,0,0
1301,7103,514,2831,451,1794,154146055,0,0,0,0,0,0,1
301,787,19,32,12,21,154146057,0,0,0,0,0,0,0
4153,12795,1689,2628,1311,3129,154146071,0,0,0,0,0,0,0
832,2706,281,1120,178,645,154146078,0,0,0,0,0,0,0
18,3,1560,131,684,15,154146109,0,0,0,0,0,0,0
928,9095,253,2177,320,2274,154146118,0,0,0,0,0,0,0
1190,3388,214,928,315,992,154146168,0,0,0,0,0,0,0
6421,9724,1718,2853,2063,3463,154146200,3466,0,1578,999,486,2349,0
2782,4306,1316,2044,1549,943,154146236,0,0,0,0,0,0,0
3307,633,132,120,468,125,154146263,0,0,0,0,0,0,0
12615,9658,1308,2275,4253,2548,154146264,2547,0,3058,1235,1195,1232,1
3146,7972,1179,3256,1127,2402,154146266,0,0,0,0,0,0,0
3285,41582,1259,15697,2232,8653,154146276,8652,0,1610,1515,622,7017,1
4449,11367,1005,3561,1491,6003,154146301,0,0,0,0,0,0,0
1072,7503,319,2413,314,932,154146310,0,0,0,0,0,0,0
979,99,510,49,367,17,154146378,16,0,280,0,87,2,0
124,127,58,57,47,54,154146382,0,0,0,0,0,0,0
94,46,12,3,8,3,154146408,0,0,0,0,0,0,0
907,4472,184,1995,543,929,154146440,0,0,0,0,0,0,1
127,3049,22,97,23,443,154146443,0,0,0,0,0,0,0
5672,19644,1938,6725,2023,7425,154146457,0,0,0,0,0,0,0
140,138,61,84,23,4,154146511,0,0,0,0,0,0,0
677,1530,379,934,165,409,154146527,0,0,0,0,0,0,0
1963,1405,7,8,158,102,154146561,0,0,0,0,0,0,0
4499,11380,2359,6574,1242,4385,154146563,0,0,0,0,0,0,0
1547,1918,267,1310,1019,2418,154146627,2417,0,848,711,171,1646,1
343,525,46,269,74,377,154146628,0,0,0,0,0,0,0
3447,6528,1024,2393,1107,2681,154146635,0,0,0,0,0,0,1
736,7526,692,8701,133,2643,154146659,2642,0,79,1188,54,1427,0
1539,1733,833,864,1082,1518,154146692,0,0,0,0,0,0,0
306,378,87,112,63,88,154146703,0,0,0,0,0,0,0
169,255,32,29,26,29,154146725,28,0,12,7,14,11,0
218,264,84,225,71,127,154146738,126,0,61,35,10,68,0
3673,5837,1520,2960,1144,1262,154146755,0,0,0,0,0,0,1
7876,7788,3134,2281,1533,3489,154146778,3488,0,1001,1276,532,2119,0
2256,12169,1186,5002,673,4210,154146819,4209,0,491,618,182,3529,1
552,2841,149,941,145,691,154146827,0,0,0,0,0,0,0
865,1948,181,1089,150,1458,154146839,0,0,0,0,0,0,1
886,7061,239,1631,251,1189,154146844,0,0,0,0,0,0,0
1578,3597,443,1531,343,744,154146866,0,0,0,0,0,0,0
445,2897,404,1645,845,1973,154146870,1972,0,577,723,268,1182,1
538,3918,136,5368,127,630,154146903,0,0,0,0,0,0,0
3266,5578,678,1420,2147,1652,154146915,1651,0,1349,882,798,747,0
1986,425,285,250,505,410,154146925,0,0,0,0,0,0,0
613,10684,260,3039,308,2518,154146955,0,0,0,0,0,0,0
383,584,33,83,141,138,154147042,0,0,0,0,0,0,0
83,15,15,1,21,2,154147122,0,0,0,0,0,0,0
1513,4660,465,1390,374,1147,154147155,0,0,0,0,0,0,0
1691,9251,617,2971,623,2204,154147185,0,0,0,0,0,0,0
3104,13559,903,4684,456,3939,154147187,3938,0,352,1285,104,2535,0
219,989,122,1276,101,1121,154147199,0,0,0,0,0,0,1
307,3,53,6,63,7,154147213,0,0,0,0,0,0,0
113,3,41,5,35,4,154147228,0,0,0,0,0,0,0
1947,26917,629,9357,555,7467,154147344,0,0,0,0,0,0,1
7322,2653,1767,668,1281,603,154147348,0,0,0,0,0,0,0
9281,43182,3375,21100,3528,16860,154147357,16859,0,2604,4779,924,11972,0
1258,3238,163,636,182,1249,154147384,0,0,0,0,0,0,1
185,176,265,1328,14,1,154147398,0,0,0,0,0,0,0
3898,7401,456,1940,601,3165,154147402,3164,0,471,1608,130,1455,1
697,83,247,29,200,25,154147445,0,0,0,0,0,0,0
10177,2033,4329,284,3079,284,154147451,283,0,2241,49,838,187,0
660,3484,156,682,221,207,154147464,0,0,0,0,0,0,0
1348,8352,606,4047,455,1894,154147474,0,0,0,0,0,0,1
2526,5360,665,2783,680,3781,154147496,3780,0,447,1891,233,1810,0
99,89,44,58,32,96,154147562,0,0,0,0,0,0,0
58,60,9,21,9,22,154147563,0,0,0,0,0,0,0
44,77,24,26,20,33,154147579,0,0,0,0,0,0,0
89,102,23,40,30,70,154147580,0,0,0,0,0,0,0
33,38,10,6,18,27,154147581,0,0,0,0,0,0,0
111,248,37,118,37,126,154147582,0,0,0,0,0,0,0
63,37,16,17,11,13,154147583,0,0,0,0,0,0,0
52,52,12,14,19,58,154147584,0,0,0,0,0,0,0
21,22,12,12,8,5,154147706,0,0,0,0,0,0,0
141,229,44,46,48,119,154147714,0,0,0,0,0,0,0
46,84,13,17,8,16,154147715,0,0,0,0,0,0,0
46,88,9,16,9,9,154147720,0,0,0,0,0,0,0
61,118,23,47,15,48,154147721,0,0,0,0,0,0,0
8073,6780,2443,1668,2384,568,154147739,567,0,1796,282,588,246,0
58,71,39,37,39,32,154147749,0,0,0,0,0,0,0
24,27,13,26,5,16,154147750,0,0,0,0,0,0,0
115,197,17,36,47,86,154147752,0,0,0,0,0,0,0
40,62,46,56,27,27,154147753,0,0,0,0,0,0,0
106,129,46,52,26,45,154147754,0,0,0,0,0,0,0
150,148,47,33,44,63,154147755,0,0,0,0,0,0,0
32,34,12,9,11,16,154147757,0,0,0,0,0,0,0
47,35,17,20,13,18,154147766,0,0,0,0,0,0,0
125,119,152,51,71,48,154147767,0,0,0,0,0,0,0
95,222,32,67,26,70,154147770,0,0,0,0,0,0,0
71,33,8,4,19,8,154147771,0,0,0,0,0,0,0
79,121,19,22,22,20,154147773,0,0,0,0,0,0,0
78,119,55,58,17,56,154147774,0,0,0,0,0,0,0
53,79,29,29,25,52,154147776,0,0,0,0,0,0,0
47,53,30,34,10,10,154147777,0,0,0,0,0,0,0
113,209,17,45,20,73,154147779,0,0,0,0,0,0,0
24,46,5,15,9,22,154147781,0,0,0,0,0,0,0
35,42,5,20,3,1,154147783,0,0,0,0,0,0,0
155,180,50,43,15,18,154147807,0,0,0,0,0,0,0
55,69,19,16,13,23,154147808,0,0,0,0,0,0,0
113,197,27,75,42,56,154147809,0,0,0,0,0,0,0
66,74,15,23,17,85,154147811,0,0,0,0,0,0,0
19,66,4,16,6,3,154147812,0,0,0,0,0,0,0
113,492,26,131,34,212,154147818,0,0,0,0,0,0,0
113,363,35,145,13,12,154147819,0,0,0,0,0,0,0
64,67,55,61,28,39,154147820,0,0,0,0,0,0,0
43,52,33,38,12,21,154147821,0,0,0,0,0,0,0
38,65,7,35,7,18,154147823,0,0,0,0,0,0,0
35,44,13,10,7,5,154147825,0,0,0,0,0,0,0
116,59,152,34,120,47,154147826,0,0,0,0,0,0,0
21,38,8,9,12,12,154147827,0,0,0,0,0,0,0
19,21,7,4,24,13,154147837,0,0,0,0,0,0,0
105,104,2,13,16,24,154147838,0,0,0,0,0,0,0
1116,4769,431,1864,547,1995,154147845,1994,0,404,516,143,1350,1
1812,5168,722,1693,643,1276,154147847,1275,0,490,342,153,816,0
44,36,6,4,10,14,154147853,0,0,0,0,0,0,0
27,20,4,3,24,34,154147854,0,0,0,0,0,0,0
59,77,18,22,10,19,154147855,0,0,0,0,0,0,0
58,50,12,8,12,9,154147856,0,0,0,0,0,0,0
21,14,2,4,9,5,154147863,0,0,0,0,0,0,0
48,52,6,7,3,9,154147865,0,0,0,0,0,0,0
216,865,170,563,103,309,154147923,0,0,0,0,0,0,0
3636,15505,1146,4666,942,5673,154147996,0,0,0,0,0,0,1
1280,5229,260,2812,274,1604,154148002,0,0,0,0,0,0,0
706,1215,367,634,134,221,154148043,0,0,0,0,0,0,0
4653,18495,1673,7644,895,6047,154148052,6046,0,629,2172,266,3776,0
192,275,52,90,40,45,154148054,0,0,0,0,0,0,0
114,215,41,59,51,139,154148072,0,0,0,0,0,0,0
81,116,8,2,8,3,154148073,0,0,0,0,0,0,0
82,85,26,16,37,37,154148075,0,0,0,0,0,0,0
46,49,27,60,23,32,154148083,0,0,0,0,0,0,0
1295,14672,410,5155,297,4117,154148106,4116,1,213,810,84,3229,1
80,123,32,104,29,35,154148112,0,0,0,0,0,0,0
57,50,8,13,9,9,154148114,0,0,0,0,0,0,0
38,51,23,32,20,39,154148120,0,0,0,0,0,0,0
73,164,30,73,41,54,154148122,0,0,0,0,0,0,0
52,31,21,10,7,5,154148125,0,0,0,0,0,0,0
21,89,9,21,15,40,154148138,0,0,0,0,0,0,0
72,68,6,9,14,12,154148144,0,0,0,0,0,0,0
24,45,19,48,7,51,154148145,0,0,0,0,0,0,0
69,156,52,99,35,37,154148146,0,0,0,0,0,0,0
77,186,11,3,10,25,154148148,0,0,0,0,0,0,0
28,42,21,22,21,15,154148149,0,0,0,0,0,0,0
135,163,52,30,43,40,154148151,0,0,0,0,0,0,0
41,86,27,59,12,30,154148156,0,0,0,0,0,0,0
114,130,74,263,84,346,154148157,0,0,0,0,0,0,0
161,137,22,74,29,75,154148163,0,0,0,0,0,0,0
15318,2627,13758,1041,4339,811,154148165,810,0,2680,191,1660,495,0
95,504,42,263,35,226,154148167,0,0,0,0,0,0,0
17,31,9,8,16,42,154148168,0,0,0,0,0,0,0
55,105,15,18,13,36,154148170,0,0,0,0,0,0,0
52,45,25,19,26,26,154148172,0,0,0,0,0,0,0
25,16,6,4,15,2,154148176,0,0,0,0,0,0,0
42,165,20,326,11,106,154148177,0,0,0,0,0,0,0
45,82,24,54,21,37,154148178,0,0,0,0,0,0,0
23,59,3,2,13,39,154148184,0,0,0,0,0,0,0
111,121,20,27,21,60,154148186,0,0,0,0,0,0,0
729,207,269,75,220,58,154148188,0,0,0,0,0,0,0
2615,11237,1180,786,2337,2226,154148205,0,0,0,0,0,0,0
271,532,225,513,503,1130,154148209,0,0,0,0,0,0,1
111,120,10,19,17,23,154148214,0,0,0,0,0,0,0
84,228,29,74,24,82,154148216,0,0,0,0,0,0,0
45,51,5,7,6,7,154148217,0,0,0,0,0,0,0
